tchexper,absent,readscore,mathscore,totalscore,boy,white_asian,black,tchwhite,tchmasters,freelunch,small,regular
24,8,436,547,983,1,0,1,1,1,1,0,1
5,2,440,536,976,0,1,0,1,0,0,0,0
4,21,436,444,880,1,1,0,1,1,0,0,1
10,10,422,463,885,1,1,0,1,0,0,0,1
6,0,433,484,917,0,1,0,1,1,0,0,0
16,21,443,536,979,1,1,0,1,0,0,0,1
14,10,442,520,962,0,1,0,1,0,1,0,0
6,2,463,576,1039,0,1,0,1,1,0,0,0
27,22,418,513,931,0,1,0,1,0,1,0,0
27,5,422,459,881,0,1,0,1,0,1,0,0
6,5,436,478,914,0,1,0,1,1,0,0,0
8,11,419,489,908,1,1,0,1,0,0,0,1
13,11,376,423,799,1,1,0,1,1,0,0,1
27,20,408,434,842,1,1,0,1,0,1,0,0
14,13,472,559,1031,1,1,0,1,0,1,0,0
27,14,437,500,937,0,1,0,1,0,0,0,0
16,14,474,602,1076,0,1,0,1,0,0,0,1
16,4,448,559,1007,1,1,0,1,0,0,0,1
6,3,431,478,909,1,1,0,1,1,0,0,0
10,7,430,468,898,1,1,0,1,0,1,0,1
6,3,483,626,1109,1,1,0,1,0,0,1,0
8,7,478,513,991,0,1,0,1,0,0,1,0
3,22,431,473,904,1,1,0,1,0,0,0,1
9,7,390,444,834,1,0,1,1,0,1,0,0
12,1,424,444,868,0,0,1,1,1,0,1,0
16,4,445,500,945,0,1,0,0,0,0,1,0
11,13,439,463,902,1,1,0,1,0,0,0,1
10,11,437,489,926,1,1,0,0,0,0,1,0
6,4,470,506,976,0,1,0,1,1,0,0,1
18,5,463,528,991,1,1,0,1,1,0,1,0
8,8,431,484,915,1,1,0,1,1,0,1,0
6,33,460,520,980,0,1,0,1,0,0,0,0
12,12,461,506,967,0,1,0,1,1,0,1,0
15,0,425,463,888,1,0,1,0,1,1,0,1
13,17,460,576,1036,0,1,0,1,1,1,0,0
15,8,460,520,980,1,1,0,1,1,0,1,0
8,8,437,520,957,1,1,0,1,1,0,1,0
13,2,461,500,961,1,1,0,1,1,0,0,1
12,3,411,489,900,0,1,0,1,1,0,0,0
1,13,445,478,923,0,1,0,1,0,0,0,1
15,25,470,506,976,0,1,0,1,1,1,1,0
1,4,445,513,958,0,1,0,1,0,0,0,1
12,1,455,489,944,1,1,0,1,1,0,0,0
12,3,461,626,1087,0,1,0,1,1,0,0,1
3,0,428,506,934,0,1,0,1,0,0,0,0
18,6,427,500,927,1,1,0,1,0,0,0,0
3,17,407,399,806,0,1,0,0,1,0,0,1
18,4,437,520,957,0,1,0,1,0,0,0,0
14,7,460,506,966,1,1,0,1,0,0,1,0
13,4,492,547,1039,0,1,0,1,0,0,0,0
11,3,487,528,1015,0,1,0,1,0,0,1,0
13,12,476,494,970,0,1,0,1,0,1,0,0
11,8,485,484,969,0,1,0,1,0,1,1,0
8,6,419,473,892,0,1,0,1,1,0,0,1
9,21,388,405,793,0,1,0,1,1,1,1,0
11,4,408,449,857,0,1,0,1,0,0,1,0
5,0,424,494,918,1,1,0,1,0,1,0,0
11,7,427,489,916,1,1,0,1,0,0,0,0
11,5,434,520,954,1,1,0,1,0,1,0,0
5,6,434,494,928,0,1,0,1,0,0,0,1
20,42,490,602,1092,0,0,1,0,0,1,0,1
8,5,422,484,906,1,1,0,1,1,0,0,1
8,1,439,459,898,1,1,0,1,1,0,1,0
9,13,448,454,902,1,1,0,1,1,0,0,0
10,18,448,489,937,0,1,0,1,1,0,0,0
12,20,434,459,893,1,1,0,1,1,0,0,1
5,24,428,449,877,0,1,0,1,0,1,0,0
5,9,414,423,837,0,1,0,1,0,1,0,0
11,12,450,484,934,1,1,0,1,0,0,0,1
17,0,478,520,998,1,1,0,1,1,0,1,0
17,15,447,500,947,1,1,0,1,1,0,1,0
5,16,413,454,867,0,1,0,1,1,0,1,0
5,13,447,473,920,0,1,0,1,1,0,1,0
4,12,430,434,864,1,0,1,1,0,0,0,1
7,9,447,459,906,0,1,0,1,1,0,1,0
17,20,442,489,931,0,1,0,1,1,0,0,1
14,15,463,484,947,1,1,0,1,1,0,0,0
0,13,445,506,951,0,1,0,1,0,0,0,1
8,10,434,439,873,1,1,0,1,1,0,0,0
16,6,443,468,911,1,1,0,1,0,0,0,1
16,8,450,489,939,0,1,0,1,0,0,0,1
13,5,403,399,802,1,1,0,1,1,1,0,1
2,10,425,423,848,1,1,0,1,0,0,1,0
7,7,436,500,936,0,1,0,1,0,0,1,0
6,11,416,459,875,1,1,0,1,1,0,0,1
6,25,465,506,971,0,1,0,1,1,0,0,1
4,2,445,494,939,0,1,0,1,0,1,0,1
6,3,422,489,911,1,1,0,1,1,1,1,0
19,3,470,536,1006,1,1,0,1,0,0,1,0
11,16,497,576,1073,0,1,0,1,0,0,0,1
12,42,455,473,928,0,0,1,1,1,1,0,1
11,7,443,494,937,0,1,0,1,0,0,0,1
19,2,463,513,976,0,1,0,1,0,0,1,0
4,8,440,484,924,0,1,0,1,1,0,0,1
14,5,439,444,883,1,1,0,1,0,0,0,1
10,3,447,489,936,0,1,0,1,1,0,0,0
19,15,430,473,903,0,1,0,1,0,1,1,0
3,3,497,494,991,1,1,0,1,0,0,0,1
8,10,382,439,821,1,1,0,1,0,1,1,0
4,15,433,528,961,1,1,0,1,1,0,0,1
4,17,445,528,973,1,1,0,1,1,1,0,1
21,13,461,500,961,1,1,0,1,0,1,1,0
16,7,490,576,1066,0,1,0,1,0,0,1,0
0,9,418,444,862,1,1,0,1,0,0,0,0
0,2,455,602,1057,0,1,0,1,0,0,1,0
14,17,421,454,875,1,1,0,1,0,0,0,1
12,21,391,399,790,1,0,1,1,0,1,0,1
17,3,455,547,1002,1,1,0,1,0,0,0,0
11,27,439,478,917,0,1,0,1,0,1,0,0
24,22,431,536,967,0,0,1,1,1,1,0,1
12,0,402,449,851,0,0,1,1,0,1,0,1
3,9,463,478,941,1,1,0,1,0,0,0,0
8,20,411,434,845,1,1,0,1,0,0,0,1
,28,405,434,839,0,1,0,0,0,1,0,0
12,8,424,434,858,1,1,0,1,1,1,1,0
8,17,448,418,866,0,1,0,1,0,0,0,1
3,1,430,463,893,0,1,0,1,0,0,0,1
8,9,447,506,953,1,1,0,1,0,0,0,1
10,11,408,423,831,1,1,0,1,0,0,1,0
11,7,398,384,782,1,1,0,1,0,0,0,0
12,30,393,459,852,0,1,0,1,0,1,1,0
13,11,478,528,1006,0,1,0,1,0,0,0,1
13,2,413,423,836,1,1,0,1,1,1,0,1
15,21,413,429,842,0,1,0,1,0,1,0,0
15,6,453,528,981,0,1,0,1,0,0,0,0
3,7,410,412,822,1,1,0,1,0,0,0,0
10,1,403,454,857,0,1,0,1,0,1,1,0
4,8,448,478,926,0,1,0,1,0,1,1,0
13,13,402,454,856,1,1,0,1,1,1,0,1
12,8,410,454,864,0,0,1,1,1,1,0,0
3,4,427,429,856,1,1,0,1,0,0,0,0
11,6,478,494,972,1,0,1,1,0,0,0,1
9,9,440,626,1066,1,1,0,1,0,0,0,0
4,1,458,484,942,1,1,0,1,0,0,1,0
9,7,439,528,967,1,1,0,1,0,0,0,0
13,22,437,513,950,1,1,0,1,1,0,0,1
3,2,442,520,962,1,1,0,1,0,0,0,0
9,19,455,506,961,0,0,1,1,0,1,0,0
12,10,448,513,961,0,1,0,1,1,0,0,0
10,42,390,434,824,0,1,0,1,0,1,0,0
15,20,465,494,959,0,1,0,1,1,1,0,1
12,22,460,626,1086,0,1,0,1,0,0,1,0
9,13,434,559,993,1,1,0,1,0,1,0,0
15,10,468,576,1044,1,1,0,1,1,0,0,1
3,10,413,489,902,1,1,0,1,0,0,0,0
15,1,448,506,954,1,1,0,1,1,0,0,1
4,8,458,506,964,1,1,0,1,0,0,1,0
6,17,442,429,871,1,1,0,1,1,1,1,0
13,9,424,489,913,1,0,1,1,1,1,0,1
9,19,453,547,1000,1,1,0,1,0,0,0,0
8,20,422,478,900,0,1,0,1,1,0,1,0
6,19,405,405,810,1,1,0,1,1,1,1,0
0,21,405,429,834,1,1,0,1,0,1,0,1
15,0,472,547,1019,1,1,0,1,1,0,0,1
8,16,428,500,928,1,1,0,1,0,0,1,0
14,4,445,494,939,1,1,0,1,0,0,0,0
6,5,474,559,1033,1,1,0,1,0,0,1,0
8,4,414,463,877,0,0,1,1,1,1,1,0
16,5,414,463,877,1,0,1,1,1,1,0,1
4,7,448,576,1024,1,1,0,1,0,0,1,0
3,35,410,489,899,1,1,0,1,0,1,0,0
13,7,436,489,925,1,0,1,1,1,0,1,0
8,17,472,559,1031,0,1,0,1,1,0,1,0
16,33,451,463,914,1,1,0,1,1,1,0,1
6,8,443,528,971,0,1,0,1,0,0,1,0
9,17,448,484,932,1,1,0,1,0,1,0,0
10,7,428,473,901,1,1,0,1,0,0,0,0
19,10,463,520,983,0,1,0,1,0,0,0,1
4,13,453,484,937,0,1,0,1,0,1,1,0
1,4,418,463,881,1,1,0,1,0,1,1,0
6,17,458,559,1017,1,1,0,1,0,0,1,0
21,5,431,506,937,0,1,0,1,0,0,1,0
13,2,382,384,766,1,1,0,1,1,0,0,1
21,13,428,489,917,0,1,0,1,0,1,1,0
13,6,456,463,919,1,1,0,1,0,0,0,0
2,3,391,405,796,0,0,1,1,0,1,0,1
13,9,463,489,952,0,1,0,1,0,0,0,0
21,21,411,449,860,1,0,1,1,0,0,1,0
7,11,410,384,794,1,1,0,1,0,0,0,0
21,1,422,459,881,1,0,1,1,0,1,1,0
3,19,416,423,839,1,1,0,0,0,0,0,1
3,14,405,429,834,1,1,0,0,0,0,0,1
12,3,425,478,903,1,1,0,1,0,0,1,0
13,1,431,463,894,0,1,0,1,0,0,0,0
4,9,414,454,868,1,1,0,1,1,1,0,1
13,6,427,520,947,1,1,0,1,1,0,0,1
21,0,451,473,924,1,1,0,1,1,1,0,0
12,1,453,506,959,0,1,0,1,0,1,0,0
4,4,436,468,904,0,1,0,1,0,0,0,1
9,0,434,513,947,0,1,0,1,1,1,1,0
9,2,434,513,947,0,1,0,1,1,1,1,0
4,12,445,559,1004,1,1,0,1,0,1,1,0
5,9,436,459,895,1,1,0,1,1,0,0,0
11,11,425,484,909,1,1,0,1,1,0,0,1
8,2,458,559,1017,0,1,0,1,1,0,0,0
9,6,451,602,1053,0,1,0,1,0,0,1,0
8,11,419,484,903,0,1,0,1,0,0,0,1
9,32,402,468,870,0,1,0,1,1,1,0,0
10,16,440,513,953,0,1,0,1,1,0,1,0
12,12,443,506,949,1,1,0,1,1,0,1,0
4,0,448,489,937,1,1,0,1,0,1,0,0
6,44,447,520,967,1,0,1,1,1,0,1,0
13,15,428,484,912,1,1,0,1,1,1,0,1
9,8,421,484,905,1,0,1,0,0,0,0,1
6,0,413,459,872,0,0,1,0,0,1,1,0
14,3,465,559,1024,0,1,0,0,1,1,1,0
18,5,433,500,933,0,1,0,0,0,0,0,1
8,16,384,405,789,1,0,1,1,1,1,1,0
6,10,407,399,806,1,0,1,1,1,0,1,0
0,,403,439,842,0,0,1,1,0,1,0,0
11,9,388,392,780,1,0,1,1,1,1,0,0
3,3,538,602,1140,0,0,1,0,0,1,1,0
10,1,433,513,946,1,0,1,1,1,0,0,0
20,1,451,506,957,0,0,1,0,0,1,0,0
6,33,393,454,847,0,0,1,1,0,1,0,0
6,16,413,463,876,1,1,0,1,1,1,1,0
22,0,405,399,804,0,0,1,1,1,1,0,0
12,2,403,429,832,1,0,1,0,0,0,0,0
1,0,427,468,895,0,0,1,0,0,0,0,0
6,13,451,536,987,0,1,0,1,1,0,0,1
6,2,398,459,857,1,0,1,1,1,1,0,1
5,10,408,429,837,1,0,1,0,0,1,0,0
14,3,480,547,1027,0,1,0,0,1,0,1,0
7,18,437,484,921,0,0,1,1,0,1,0,0
5,3,425,484,909,0,1,0,1,0,0,0,1
10,1,455,489,944,1,1,0,1,1,0,0,1
5,1,439,513,952,1,1,0,1,0,0,0,1
2,14,445,513,958,0,1,0,1,0,0,0,1
2,0,439,494,933,1,1,0,1,0,1,0,1
13,3,410,478,888,1,1,0,1,1,0,0,0
14,19,460,484,944,0,1,0,1,0,1,0,0
13,15,418,449,867,1,1,0,1,0,1,0,0
12,13,418,423,841,1,1,0,1,1,0,0,0
14,1,439,494,933,1,1,0,1,0,1,1,0
5,15,447,468,915,1,1,0,1,0,0,0,1
11,7,445,444,889,1,1,0,1,0,0,0,0
12,13,418,468,886,1,1,0,1,1,1,0,0
14,16,443,459,902,0,0,1,1,0,0,0,0
13,2,463,576,1039,1,1,0,1,0,0,0,0
12,20,453,520,973,0,1,0,1,1,1,0,1
11,28,397,423,820,0,1,0,1,0,1,0,0
12,7,437,478,915,1,1,0,1,1,1,0,0
8,6,425,449,874,1,1,0,1,0,0,0,1
12,13,447,528,975,1,1,0,1,1,1,0,1
13,22,425,528,953,0,1,0,1,0,1,0,0
8,14,451,500,951,1,1,0,1,0,0,0,1
5,3,424,449,873,1,1,0,1,0,0,0,1
8,6,424,439,863,1,1,0,1,0,1,0,1
11,9,463,459,922,0,1,0,1,0,0,0,0
5,11,492,494,986,0,1,0,1,0,0,0,1
11,10,497,500,997,0,1,0,1,0,0,0,0
13,9,455,484,939,1,1,0,1,0,1,1,0
13,2,434,494,928,1,1,0,1,1,0,0,1
13,14,436,454,890,1,1,0,1,0,0,1,0
13,11,470,478,948,0,1,0,1,1,0,0,1
13,19,439,528,967,0,1,0,1,1,0,0,1
13,24,476,576,1052,0,1,0,1,1,0,0,1
2,18,416,478,894,1,1,0,1,0,0,0,1
8,0,393,478,871,0,1,0,1,1,0,1,0
1,19,410,520,930,1,1,0,1,0,0,0,1
12,8,395,418,813,0,1,0,1,1,0,1,0
22,3,422,473,895,1,1,0,1,1,0,0,1
7,4,428,449,877,0,1,0,1,1,1,1,0
11,16,456,478,934,0,1,0,1,0,0,0,0
11,4,410,459,869,1,1,0,1,0,0,1,0
7,5,450,528,978,1,1,0,1,1,0,1,0
11,0,425,494,919,1,1,0,1,0,0,0,0
22,5,433,454,887,0,1,0,1,1,0,0,1
3,4,518,626,1144,1,0,1,1,0,1,1,0
11,15,400,384,784,1,0,1,1,0,0,1,0
8,11,413,434,847,1,1,0,1,0,1,0,1
10,19,421,429,850,0,1,0,1,1,0,0,0
20,10,407,513,920,1,1,0,1,0,1,1,0
8,2,410,429,839,1,1,0,1,0,1,0,1
8,9,448,489,937,1,1,0,1,0,0,0,1
16,11,474,536,1010,1,1,0,1,0,1,1,0
8,5,470,513,983,1,1,0,1,0,0,0,1
2,8,451,484,935,1,1,0,1,0,0,0,0
6,13,418,484,902,1,1,0,1,0,0,0,1
8,5,527,506,1033,0,1,0,1,0,0,0,1
6,3,416,536,952,1,1,0,1,0,0,0,1
5,8,430,484,914,1,1,0,1,1,1,0,0
1,3,463,547,1010,1,1,0,1,0,0,1,0
1,10,503,602,1105,0,1,0,1,0,0,1,0
11,3,434,449,883,1,0,1,1,0,0,1,0
11,30,434,478,912,0,1,0,1,0,0,1,0
6,21,402,405,807,1,0,1,1,1,0,0,1
12,8,400,454,854,1,1,0,1,1,1,0,0
13,7,411,454,865,1,0,1,1,1,1,0,1
5,8,425,536,961,0,1,0,1,1,0,0,1
6,6,434,484,918,1,1,0,1,1,0,1,0
6,2,492,536,1028,1,1,0,1,1,1,0,0
8,2,428,489,917,0,1,0,1,1,0,1,0
3,6,428,489,917,0,1,0,1,1,0,0,0
27,3,410,459,869,0,1,0,1,0,0,0,0
11,6,451,520,971,0,1,0,1,1,0,1,0
16,7,434,506,940,0,1,0,1,0,1,0,1
5,20,413,429,842,1,1,0,1,1,0,0,1
15,5,463,536,999,0,1,0,1,1,0,1,0
4,7,439,506,945,0,1,0,1,0,1,0,1
27,3,425,489,914,1,1,0,1,0,0,0,0
11,79,428,444,872,1,1,0,1,1,0,1,0
6,4,478,626,1104,1,1,0,1,1,1,1,0
12,15,463,506,969,0,1,0,1,1,0,0,0
18,11,408,454,862,1,1,0,1,0,0,0,0
3,3,467,520,987,0,1,0,1,0,0,0,0
16,1,476,513,989,0,1,0,0,0,0,1,0
15,5,463,559,1022,1,1,0,1,1,0,1,0
17,5,447,528,975,1,1,0,1,0,0,0,0
5,7,437,468,905,1,1,0,0,0,0,0,0
12,7,455,468,923,1,1,0,1,1,0,0,1
17,12,431,444,875,1,1,0,1,1,0,0,1
17,11,442,528,970,1,1,0,1,0,0,0,0
18,2,460,484,944,0,1,0,1,0,0,0,0
7,1,497,576,1073,1,1,0,1,1,0,0,0
6,8,428,463,891,1,0,1,1,1,0,0,1
12,18,410,444,854,0,1,0,1,1,0,0,1
3,36,451,520,971,1,1,0,1,0,0,0,1
13,7,485,520,1005,0,1,0,1,1,0,0,1
12,3,427,478,905,0,1,0,1,1,0,0,1
8,8,398,429,827,1,1,0,0,1,0,0,1
3,8,467,494,961,0,1,0,1,0,0,0,0
3,5,410,468,878,0,0,1,0,1,0,0,1
8,9,458,520,978,0,1,0,1,1,0,1,0
3,5,460,547,1007,0,1,0,1,0,0,0,0
3,2,408,468,876,0,1,0,0,1,1,0,1
8,3,448,484,932,1,1,0,1,1,0,1,0
13,14,411,449,860,0,1,0,1,1,0,0,0
12,6,418,484,902,0,1,0,1,1,0,1,0
15,8,580,626,1206,0,1,0,1,1,0,0,1
12,8,456,528,984,1,1,0,1,1,0,0,0
9,19,413,449,862,1,0,1,1,0,0,1,0
9,7,407,468,875,0,1,0,1,0,1,0,0
8,17,418,454,872,0,1,0,0,1,1,0,1
11,18,492,547,1039,1,1,0,1,0,0,1,0
13,11,410,405,815,1,0,1,1,0,0,0,0
9,2,450,520,970,0,1,0,1,0,0,0,0
11,19,470,473,943,0,1,0,1,0,0,1,0
13,6,447,500,947,0,1,0,1,1,0,1,0
0,12,437,449,886,1,1,0,1,0,1,0,0
5,5,476,528,1004,0,1,0,1,0,0,0,1
12,23,460,494,954,1,1,0,1,1,1,0,1
9,0,497,547,1044,0,1,0,1,1,0,0,0
15,19,433,454,887,0,1,0,1,0,1,1,0
5,28,437,489,926,1,1,0,1,0,1,0,0
20,4,455,494,949,0,1,0,1,1,0,0,0
2,9,451,473,924,0,1,0,1,0,0,1,0
15,20,470,513,983,0,1,0,1,0,0,0,1
4,2,439,500,939,0,1,0,1,0,1,0,1
4,4,413,429,842,0,1,0,1,0,1,0,1
15,1,448,463,911,1,1,0,1,0,0,0,1
5,12,422,494,916,1,1,0,1,1,0,1,0
13,4,430,463,893,1,1,0,1,1,0,0,1
14,8,443,528,971,1,1,0,1,1,0,0,0
12,3,411,478,889,0,1,0,1,0,0,1,0
12,5,442,484,926,0,1,0,1,0,1,1,0
12,35,421,459,880,0,1,0,1,0,0,0,0
12,4,407,454,861,1,1,0,1,0,1,0,0
12,17,384,444,828,1,1,0,1,0,1,0,0
15,23,443,478,921,0,1,0,1,0,0,0,1
12,13,460,520,980,1,1,0,1,1,1,0,1
6,2,437,494,931,1,1,0,1,1,0,0,1
19,10,463,559,1022,1,1,0,1,0,1,0,1
14,25,428,423,851,0,1,0,1,0,1,0,0
8,10,390,399,789,1,1,0,1,1,1,0,0
12,5,439,459,898,0,1,0,1,1,0,0,0
4,7,463,513,976,1,1,0,1,1,0,1,0
5,2,413,459,872,0,1,0,1,1,0,0,0
19,2,554,513,1067,0,1,0,1,0,0,1,0
5,6,419,444,863,1,1,0,1,0,1,0,0
15,15,468,478,946,1,1,0,1,0,0,1,0
19,6,398,454,852,1,1,0,1,0,1,1,0
17,18,485,602,1087,0,1,0,1,1,0,1,0
8,5,393,439,832,1,1,0,1,0,1,0,1
8,7,431,454,885,1,1,0,1,0,1,0,1
0,31,416,459,875,1,1,0,1,0,1,0,0
13,3,497,576,1073,0,1,0,1,1,1,0,1
10,5,490,528,1018,0,1,0,1,1,0,0,0
3,5,436,513,949,0,1,0,1,0,0,0,1
12,4,430,454,884,0,1,0,1,1,0,0,1
8,3,419,489,908,0,1,0,1,0,0,0,1
3,5,434,473,907,1,0,1,1,0,1,1,0
,8,440,468,908,0,1,0,0,0,0,0,0
6,6,474,626,1100,1,1,0,1,1,0,1,0
11,16,434,473,907,1,1,0,1,0,0,1,0
10,4,458,489,947,1,0,0,1,0,0,1,0
0,17,434,454,888,1,0,1,1,0,0,0,0
12,2,391,418,809,1,0,1,1,0,1,0,1
0,3,408,478,886,0,0,1,1,0,1,0,0
12,3,380,405,785,0,0,1,1,0,1,0,1
11,0,390,399,789,1,1,0,1,0,1,1,0
12,11,442,494,936,1,1,0,1,0,0,0,1
12,38,416,463,879,0,1,0,1,1,0,1,0
3,1,468,536,1004,1,1,0,1,0,0,0,1
1,12,407,434,841,0,1,0,1,0,0,0,1
0,15,480,528,1008,1,1,0,1,0,0,1,0
21,14,455,576,1031,0,1,0,1,0,0,1,0
24,8,518,626,1144,1,0,1,1,1,1,0,1
9,9,450,468,918,1,1,0,1,1,0,0,0
9,12,450,468,918,1,1,0,1,1,0,0,0
24,48,414,506,920,1,1,0,1,1,1,0,1
13,17,430,500,930,1,1,0,1,0,1,0,0
7,22,433,444,877,1,0,1,1,1,1,0,1
7,13,445,484,929,0,1,0,1,1,0,1,0
13,6,419,468,887,1,1,0,1,0,0,0,1
8,5,419,484,903,1,1,0,1,1,0,0,1
13,15,424,473,897,1,1,0,1,0,0,0,1
8,22,407,444,851,1,1,0,1,1,1,1,0
6,0,451,506,957,0,1,0,1,0,0,0,0
12,14,427,439,866,1,1,0,1,1,1,0,0
8,19,410,444,854,0,1,0,1,1,0,0,1
5,4,447,489,936,1,1,0,1,0,1,1,0
5,11,428,489,917,0,1,0,1,0,1,1,0
3,7,380,434,814,0,1,0,0,0,0,0,1
5,9,434,484,918,0,1,0,1,0,0,1,0
13,8,514,484,998,1,1,0,1,0,1,0,0
13,7,425,489,914,0,1,0,1,0,1,0,0
15,17,495,547,1042,1,1,0,1,1,1,0,1
3,8,474,626,1100,0,1,0,1,0,0,0,0
9,15,470,576,1046,1,1,0,1,0,1,0,0
9,7,424,528,952,0,1,0,1,0,1,0,0
9,3,436,484,920,0,0,1,1,0,1,0,0
11,17,416,468,884,1,1,0,1,0,1,0,1
2,4,445,489,934,0,1,0,1,0,0,0,1
11,5,416,439,855,1,1,0,1,0,1,0,1
1,4,414,418,832,1,0,1,1,0,1,1,0
13,17,430,494,924,0,1,0,1,1,0,0,1
16,10,510,547,1057,1,1,0,1,1,0,0,1
11,21,451,506,957,0,1,0,1,0,0,0,0
3,14,414,520,934,1,1,0,1,0,1,0,0
13,10,453,513,966,0,1,0,1,1,0,1,0
10,4,500,500,1000,1,1,0,1,0,0,0,1
3,2,403,423,826,0,0,1,1,0,1,0,0
6,1,461,500,961,0,0,1,1,0,0,1,0
1,5,425,454,879,0,1,0,1,0,0,1,0
1,21,408,429,837,0,1,0,1,0,0,1,0
6,5,434,506,940,0,1,0,1,1,1,0,1
14,3,437,500,937,1,1,0,1,0,0,0,0
8,3,413,468,881,0,0,1,1,1,1,1,0
2,1,434,478,912,1,1,0,1,0,1,0,1
13,14,424,429,853,1,0,1,1,1,1,0,1
21,3,400,423,823,0,1,0,1,0,0,1,0
8,6,431,478,909,0,1,0,0,1,0,0,1
13,16,393,423,816,1,0,1,1,1,1,0,1
3,13,418,513,931,1,1,0,1,1,0,0,0
3,16,424,494,918,0,1,0,1,0,0,0,0
6,3,390,399,789,1,1,0,1,1,1,0,1
8,5,386,375,761,0,1,0,1,1,1,0,0
7,10,378,418,796,1,1,0,1,0,0,0,0
21,7,458,494,952,0,1,0,1,0,0,1,0
12,8,428,463,891,1,1,0,1,1,1,0,0
13,17,428,506,934,1,1,0,1,1,0,0,0
13,4,395,399,794,1,1,0,0,0,1,0,1
7,0,465,528,993,0,1,0,1,0,1,1,0
13,25,402,399,801,1,1,0,0,0,0,0,1
13,30,419,459,878,0,1,0,1,1,0,0,1
13,23,419,459,878,0,1,0,0,0,0,0,1
15,28,413,423,836,1,1,0,1,0,1,1,0
15,1,497,484,981,1,1,0,1,0,0,1,0
13,16,407,449,856,1,1,0,1,1,0,0,1
13,17,405,392,797,1,1,0,1,0,1,0,1
12,5,414,468,882,1,1,0,1,0,1,1,0
12,10,442,468,910,1,1,0,1,0,1,0,0
11,2,450,520,970,0,1,0,1,1,0,0,0
3,10,430,500,930,0,1,0,1,0,1,1,0
13,16,430,468,898,1,1,0,1,1,0,0,1
9,11,445,478,923,0,1,0,1,1,1,0,0
8,2,436,439,875,1,1,0,1,0,1,1,0
8,3,425,473,898,0,1,0,1,0,0,1,0
6,1,402,454,856,0,0,1,1,0,0,0,1
12,1,428,463,891,1,0,1,0,0,0,0,0
8,14,411,513,924,1,1,0,1,0,1,1,0
11,11,442,520,962,0,1,0,1,0,0,1,0
11,8,456,468,924,0,1,0,1,0,0,1,0
11,4,398,449,847,0,1,0,1,0,1,1,0
11,3,431,463,894,1,1,0,1,0,0,1,0
11,7,393,418,811,1,1,0,1,0,1,1,0
13,3,402,459,861,1,0,1,0,1,1,1,0
12,13,447,547,994,0,1,0,1,1,1,0,1
9,7,453,500,953,0,1,0,0,0,0,0,1
17,10,407,392,799,0,0,1,1,1,1,0,0
21,9,418,454,872,0,0,1,0,0,1,1,0
15,12,447,494,941,0,1,0,0,1,0,0,0
9,7,447,520,967,0,0,1,0,0,1,0,1
2,13,407,439,846,1,0,1,1,0,1,0,0
2,7,413,449,862,1,0,1,1,0,1,1,0
13,10,413,468,881,0,0,1,0,1,1,1,0
6,2,419,478,897,0,0,1,0,0,1,0,0
17,12,408,423,831,0,0,1,1,1,1,0,0
22,14,419,444,863,0,0,1,1,1,1,0,0
4,8,388,399,787,1,0,1,1,0,1,0,1
11,4,422,468,890,0,0,1,0,0,0,1,0
8,12,425,478,903,0,1,0,1,1,0,0,0
20,1,465,489,954,0,0,1,0,0,1,0,0
8,3,418,463,881,0,1,0,1,0,1,0,1
5,10,421,434,855,0,0,1,1,1,1,0,0
3,5,388,392,780,1,0,1,0,0,1,0,1
20,4,418,473,891,1,0,1,1,1,0,1,0
6,0,418,463,881,0,0,1,0,0,1,0,0
9,13,451,528,979,0,0,1,0,0,0,0,1
9,6,434,494,928,0,0,1,0,0,1,0,1
5,7,398,459,857,1,0,1,1,1,1,0,0
10,14,433,473,906,1,1,0,0,0,0,0,1
2,1,437,468,905,1,0,1,1,0,1,0,1
1,28,410,459,869,0,0,1,1,0,1,1,0
16,25,418,423,841,0,0,1,0,0,1,0,0
0,2,463,559,1022,0,0,1,1,0,1,1,0
22,8,421,478,899,1,0,1,1,1,1,0,0
12,1,413,429,842,0,0,1,0,0,1,1,0
8,8,413,449,862,1,0,1,1,1,1,0,1
16,20,434,434,868,1,0,1,0,0,1,0,0
10,5,422,449,871,0,1,0,1,1,0,0,1
5,12,507,506,1013,0,1,0,1,0,0,0,1
15,,436,494,930,0,1,0,1,0,0,0,0
5,8,439,473,912,1,1,0,1,1,0,0,1
9,1,418,506,924,0,1,0,1,0,0,0,0
9,15,448,506,954,1,1,0,1,0,0,0,0
12,9,490,626,1116,1,1,0,1,1,0,1,0
11,6,461,500,961,1,1,0,1,0,0,0,0
12,8,402,463,865,0,1,0,1,1,1,0,0
5,14,480,520,1000,1,1,0,1,0,0,0,1
13,7,463,536,999,0,1,0,1,1,1,1,0
13,3,405,459,864,1,1,0,1,1,0,1,0
7,1,448,506,954,0,1,0,1,1,1,1,0
12,19,458,468,926,1,1,0,1,1,0,0,0
11,13,447,463,910,1,1,0,1,0,0,0,0
14,20,470,500,970,0,1,0,1,0,0,0,0
7,14,421,484,905,1,1,0,1,1,1,1,0
8,6,442,463,905,1,1,0,1,0,0,0,1
8,17,433,473,906,1,1,0,1,0,0,1,0
11,15,472,463,935,0,1,0,1,0,1,0,0
13,16,425,444,869,1,1,0,1,0,0,0,0
7,11,430,444,874,1,1,0,1,1,1,1,0
